year,conference_ID,conference,state,team,seed,round,offense_efficiency,rank_offense_efficiency,points_above_offense_avg,rank_points_above_offense_avg,defense_efficiency,rank_defense_efficiency,points_above_defense_avg,rank_points_above_defense_avg,points_above_team_avg,rank_points_above_team_avg,games,wins,losses,win%,fieldgoal%,freethrow_fieldgoal,turnover%,turnover_forced%,rebound_offense%,rebound_defense%,opp_rebound_offense%,opp_rebound_defense%,2point%,3point%,block%,blocked%,assist%,opp_assist %,avg_height,experience,talent,freethrow%,opp_freethrow%,avg_points_possession,avg_points_nonpossession,%games_elite_team_loss,exp_win%_bubble_team,Column-45,Column-46,Column-47
3/20/15,A10,1,North Carolina ,Davidson,10,64,117.158,5,120.481,7,102.422,179,103.662,166,16.8188,30,30,23,7,76.66667,56,29,14.3,17.3,29.8,69.9,30.1,70.2,53.5,39.3,7.5,12.2,60.9,50.4,75.898,1.323,6.209,70.2,63.7,1.173,1.023,20.72,1.7,,,
3/20/15,A10,1,Ohio,Dayton,11,32,105.537,93,108.983,72,94.1075,24,95.0972,39,13.8856,49,33,25,8,75.75758,52.8,48.6,17.8,21.1,24.2,72,28,75.8,52.9,35.1,7.2,11.7,60.8,54.7,75.992,1.54,46.592,68.3,68,1.056,0.943,18.021,0.8,,,
3/20/15,ACC,2,North Carolina ,Duke,1,1,120.499,2,124.253,3,97.7779,80,94.9453,37,29.3074,6,33,29,4,87.87879,56.9,40.2,16.8,18.7,37.4,69.9,30.1,62.6,56.3,38.6,8.9,8.4,54.2,47.6,77.534,1.062,95.491,69.1,69.6,1.202,0.978,33.93,10.7,,,
3/20/15,BSky,9,Washington,Eastern Washington,13,64,114.793,13,112.165,46,107.62,296,109.197,281,2.96737,135,31,23,8,74.19355,55.4,35.6,15.9,17.7,29.3,69.4,30.6,70.7,52.3,39.6,12.3,11.7,46.5,57.7,77.278,1.901,0.557,71.4,71.7,1.151,1.077,12.026,-2.6,,,
3/20/15,BE,8,Washington D.C,Georgetown,4,32,107.548,59,113.166,37,98.2031,89,93.597,19,19.5694,22,31,21,10,67.74194,50.9,44.1,19.2,20.6,34.3,68.7,31.3,65.7,50.4,34.7,14.5,10.3,54.4,53.5,78.19,1.639,84.19,70.2,70.7,1.076,0.984,32.914,3.8,,,
3/20/15,SEC,28,Georgia,Georgia,10,64,103.296,143,109.524,66,96.9056,67,94.1302,27,15.3937,36,32,21,11,65.625,48.9,47.8,19.3,16.8,32.3,71.1,28.9,67.7,47.7,34.4,12.6,10.6,55.4,46.8,76.934,1.866,57.857,68.9,70.3,1.032,0.969,28.552,1.6,,,
3/20/15,SB,26,Georgia,Georgia St.,14,32,108.62,48,110.463,61,95.7931,43,100.687,112,9.77537,73,32,23,9,71.875,51.9,38.4,16.5,22.8,30.5,65.5,34.5,69.5,53.4,31.9,13.7,6.4,52,63.5,76.722,2.178,39.26,73.4,70.8,1.086,0.96,13.113,-3,,,
3/20/15,WCC,33,Washington,Gonzaga,2,8,120.007,4,121.92,5,93.6311,20,92.9958,15,28.9239,7,33,31,2,93.93939,58.4,39.1,16.3,17.6,33.9,71.4,28.6,66.1,57.1,40.8,8.3,6.1,57.5,44.9,78.235,2.111,61.37,68.9,66.1,1.2,0.937,20.733,7.8,,,
3/20/15,MEAC,18,Virginia,Hampton,16,64,96.6099,279,96.0398,304,98.5232,94,104.551,180,-8.51136,270,33,16,17,48.48485,45.8,43.4,20.5,20.1,32.8,69.1,30.9,67.2,45.9,30.4,10.8,10.1,46.5,45,75.964,2.033,8.221,65.2,68.7,0.967,0.98,9.527,-12.6,,,
3/20/15,Ivy,15,Massachusetts,Harvard,13,64,101.729,181,103.686,173,93.6062,19,94.9442,36,8.74154,80,27,20,7,74.07407,47.3,39,18.7,19.9,32.3,72.2,27.8,67.7,45.8,34.1,13,8.1,56.6,51.8,76.977,2.196,32.039,71.5,67.4,1.016,0.936,14.711,-1.3,,,
3/20/15,B10,6,Indiana,Indiana,10,64,115.321,12,119.285,10,106.728,279,105.478,201,13.8074,50,33,20,13,60.60606,54.6,32.7,17.1,16.1,35.3,68.7,31.3,64.7,50.7,40.3,7.9,11.9,51.5,47.9,76.406,0.981,74.203,71.5,66.9,1.155,1.064,28.304,-0.3,,,
3/20/15,B10,6,Iowa,Iowa,7,32,107.06,65,113.359,33,96.2495,51,95.1085,40,18.251,25,32,21,11,65.625,47.8,39.6,17.4,19.3,35.8,69.5,30.5,64.2,46.9,33.2,13.2,9.3,60.7,53.6,78.765,2.113,58.944,74.5,70.3,1.07,0.954,30.508,2.1,,,
3/20/15,B12,7,Iowa,Iowa St.,3,64,112.195,23,120.166,8,99.1069,106,97.135,61,23.031,14,33,25,8,75.75758,54.7,37.4,15.8,18.5,28.5,70.8,29.2,71.5,54.7,36.6,9.4,9,58.3,56.2,77.31,1.984,43.965,69.6,73.2,1.122,0.992,33.687,7.1,,,
3/20/15,B12,7,Kansas,Kansas,2,32,106.342,80,114.271,28,96.675,62,90.5293,8,23.7421,12,34,26,8,76.47059,49.3,43,19.1,17.5,34.9,68.2,31.8,65.1,46.5,37.5,12.7,13,54.9,48.7,77.516,0.974,83.717,72,66.9,1.062,0.964,37.228,9,,,
3/20/15,SEC,28,Kentucky,Kentucky,1,4,115.91,9,121.27,6,83.6596,1,83.8367,1,37.4333,1,34,34,0,100,51.8,43.8,16.4,21.8,40.4,68.4,31.6,59.6,51.5,35,18.4,5.8,56.6,40.1,79.292,0.732,95.498,72.2,65,1.16,0.836,27.097,13.1,,,
3/20/15,Pat,25,Pennsylvania,Lafayette,16,64,113.655,15,112.691,41,111.764,336,114.45,335,-1.75874,188,31,19,12,61.29032,56.3,31,16.9,16.9,27.6,65.6,34.4,72.4,53,41.4,7.1,8.6,58.2,51.6,75.957,2.091,0.994,76.5,70,1.135,1.119,11.111,-7.1,,,
3/20/15,ACC,2,Kentucky,Louisville,4,8,103.478,139,108.601,78,89.9282,6,88.176,5,20.4245,19,32,24,8,75,47.8,38.8,17.8,21.8,35.1,69.1,30.9,64.9,48.9,30.4,14.8,7,47.8,55.5,76.847,1.458,79.783,66,65.2,1.041,0.895,32.346,5.8,,,
3/20/15,SEC,28,Louisiana,LSU,9,64,103.515,138,108.743,75,95.1887,36,94.7996,34,13.9432,47,32,22,10,68.75,50.5,33.4,20.5,19.2,34,67,33,66,50.3,33.9,14,8.8,57.7,47.2,77.616,1.072,58.994,68.9,66.2,1.033,0.949,22.949,0.5,,,
3/20/15,MAAC,16,New York,Manhattan,16,68,101.28,189,101.932,215,97.7926,81,101.19,119,0.742583,155,32,19,13,59.375,49.7,47.9,21,24.1,31,66.3,33.7,69,48.9,34,7.5,11.6,60.7,59.2,77.275,1.991,12.059,69.4,70.3,1.013,0.979,10.881,-7.7,,,
3/20/15,B10,6,Maryland,Maryland,4,32,106.605,69,111.125,55,97.3302,74,94.9328,35,16.1924,33,33,27,6,81.81818,50.9,44.5,18.4,17.3,29.2,69.6,30.4,70.8,47.8,37.2,11.6,9.8,48.6,47.9,78.33,1.54,69.338,75.7,66,1.065,0.969,29.027,6.9,,,
3/20/15,B10,6,Michigan,Michigan St.,7,4,110.854,29,115.973,15,97.91,83,95.052,38,20.9213,18,34,23,11,67.64706,53.8,31.9,17.9,17,34.6,74,26,65.4,51.6,38.6,13.2,7.3,64.6,50.5,76.178,1.848,62.703,63.3,71.7,1.106,0.976,31.101,3.1,,,
3/20/15,SEC,28,Mississippi,Mississippi,11,64,108.54,51,114.568,24,100.598,137,100.141,103,14.4267,38,32,20,12,62.5,48.2,37.5,16.9,18.9,35,68.3,31.7,65,46.9,33.8,11.2,9.4,52.2,62.9,77.142,2.28,46.963,77.8,68.4,1.082,1.006,25.591,-0.5,,,
3/20/15,WAC,32,New Mexico,New Mexico St.,15,64,107.386,60,106.825,113,94.2235,25,99.8197,101,7.0055,94,31,21,10,67.74194,51,44.8,21.9,20.5,39.5,69.3,30.7,60.5,49.7,36.3,9.1,5.7,49.9,49.6,77.231,1.627,9.776,70.7,69.4,1.074,0.944,12.832,-4.5,,,
3/20/15,ACC,2,North Carolina ,North Carolina,4,16,111.24,27,117.921,12,98.154,87,94.1249,26,23.7959,11,35,24,11,68.57143,51.4,34.7,18.2,17.8,39.9,69.5,30.5,60.1,51.3,34.5,11.9,8.5,60.9,52.2,77.336,1.309,89.438,70.1,68.7,1.114,0.978,38.128,6.5,,,
3/20/15,ACC,2,North Carolina ,North Carolina St.,8,16,108.152,54,114.001,29,101.056,149,98.6377,81,15.3629,37,33,20,13,60.60606,49.6,36.1,16.2,15.4,34.1,69.5,30.5,65.9,47.4,36.1,13.6,10.1,46.7,51.5,77.566,1.343,79.763,68.5,70.3,1.084,1.008,32.14,1.1,,,
3/20/15,Sum,30,North Dakota,North Dakota St.,15,64,103.552,137,102.68,194,98.9607,105,102.079,140,0.601364,157,30,21,9,70,49.2,36.2,15.9,16.6,26.5,76.6,23.4,73.5,45.1,37.8,10.6,7.4,42.9,50.6,76.631,1.33,4.013,69.4,74.7,1.029,0.992,11.808,-4,,,
3/20/15,ASun,5,Florida,North Florida,16,68,109.633,37,108.032,88,101.308,157,105.12,193,2.91181,137,31,20,11,64.51613,53.6,39.4,18,18.2,28.9,68,32,71.1,51.1,38,9.4,8.6,54.1,46.9,77.605,1.795,11.873,72.8,67.7,1.094,1.014,14.08,-5.1,,,
3/20/15,CAA,12,Massachusetts,Northeastern,14,64,107.202,64,107.892,90,101.07,151,103.071,156,4.82045,119,34,23,11,67.64706,54.6,42.2,21.4,15.6,29.6,74.4,25.6,70.4,52.9,38.8,9.6,9.9,59.8,49.3,77.753,1.913,9.221,72.4,68.7,1.069,1.013,12.624,-4.6,,,
3/20/15,MVC,19,Iowa,Northern Iowa,5,32,112.497,22,115.17,19,92.7107,16,94.2192,28,20.9503,17,33,30,3,90.90909,56.2,40.2,18,19.3,26.9,73.1,26.9,73.1,53.9,39.7,8.1,8.3,53.6,47.7,76.839,2.165,47.901,72.6,71.5,1.12,0.93,17.742,5.4,,,
3/20/15,ACC,2,Indiana,Notre Dame,3,8,121.259,1,124.623,2,101.407,162,100.552,110,24.0703,10,34,29,5,85.29412,58.6,37.1,14.4,17.4,28.1,68.4,31.6,71.9,58.4,39.2,9.1,6.7,54.4,51.1,77.249,1.767,78.911,74,70.2,1.213,1.01,30.379,8.6,,,
3/20/15,B10,6,Ohio,Ohio St.,10,32,113.772,14,115.312,17,94.6393,31,94.3058,29,21.0066,16,33,23,10,69.69697,54.5,34.8,17,22.1,34.1,68.6,31.4,65.9,53.9,37.2,14.7,7.3,55.6,57.3,77.558,1.599,88.173,67.8,69.7,1.142,0.939,28.047,2.5,,,
3/20/15,B12,7,Oklahoma,Oklahoma,3,16,104.826,107,111.785,49,91.3524,12,87.6854,4,24.1001,9,32,22,10,68.75,49.4,32.7,17.7,20.2,30.9,68.5,31.5,69.1,48.4,34.3,12.9,10.2,48.9,49,76.85,1.824,58.549,73.5,65.4,1.048,0.914,33.364,4.5,,,
3/20/15,B12,7,Oklahoma,Oklahoma St.,9,64,103.183,145,111.825,48,97.5475,78,95.6458,49,16.1789,34,30,17,13,56.66667,50.1,39.7,18.6,21.2,26.9,66.9,33.1,73.1,49,34.6,14.2,11.2,50.5,53.2,75.596,1.99,49.866,73.1,68.4,1.029,0.973,32.538,0.2,,,
3/20/15,P12,24,Oregon,Oregon,8,32,108.976,44,114.457,26,103.417,198,101.273,122,13.1844,52,33,24,9,72.72727,52.1,29.5,17,16.8,30.6,68.3,31.7,69.4,50.6,36.7,10.6,6.9,51.4,47.8,76.753,1.384,54.645,76.7,69.6,1.09,1.032,26.458,3,,,
3/20/15,BE,8,Rhode Island,Providence,6,64,106.002,85,112.954,38,99.2507,111,95.3871,43,17.5673,28,33,22,11,66.66667,48.6,41.6,17.9,19.7,35.3,70.5,29.5,64.7,49.4,31,13.6,7.9,57.5,54.2,78.609,1.423,63.346,71,68.8,1.061,0.99,33.586,3.7,,,
3/20/15,B10,6,Indiana,Purdue,9,64,106.573,70,110.824,57,98.5303,95,96.8436,58,13.9802,46,33,21,12,63.63636,50.7,42.5,20,17.8,36.2,68.9,31.1,63.8,51,33.5,14.1,8.8,61.3,51.5,78.128,1.2,63.657,68.5,69.7,1.067,0.984,29.197,1,,,
3/20/15,NEC,21,Illinois,Robert Morris,16,64,103.062,151,102.327,205,100.76,142,103.869,171,-1.54229,183,33,19,14,57.57576,50.5,36,20.5,21.7,31.2,64.2,35.8,68.8,47.6,38,8.3,9.2,50.4,61.4,76.894,1.491,0.888,71.4,66.2,1.026,1.007,11.81,-8.6,,,
3/20/15,MWC,20,California,San Diego St.,8,32,100.656,205,104.401,159,87.3381,3,88.1829,6,16.2186,32,33,25,8,75.75758,46.7,36.2,18.6,21.5,35.9,69.8,30.2,64.1,46.1,32.1,14.3,10.6,47.1,46.6,78.713,1.819,55.636,63,69.6,1.008,0.873,19.89,1.3,,,
3/20/15,Amer,4,Texas,SMU,6,64,109.913,34,113.524,31,94.6256,29,95.4867,45,18.0372,26,32,26,6,81.25,52.4,44.1,19.7,20,36.9,70.7,29.3,63.1,51.9,36,14,8.8,63.1,61.6,77.458,1.991,51.046,70.5,68,1.098,0.945,20.21,3.1,,,
3/20/15,BE,8,New York,St. John's,9,64,104.366,117,110.125,63,99.3852,115,95.8018,51,14.3233,40,31,20,11,64.51613,49.3,36.2,15.7,19.5,27.8,64.6,35.4,72.2,47.9,35.1,17.2,8.5,49.3,56.8,76.84,2.382,73.416,69.1,65.3,1.042,0.993,32.181,2.4,,,
3/20/15,Slnd,29,Texas,Stephen F. Austin,12,64,115.74,10,114.494,25,96.5187,58,100.484,109,14.0106,44,30,26,4,86.66667,56.2,42.4,20.3,24.4,37.7,70.1,29.9,62.3,55.6,38.1,9.4,9.8,65,47.6,75.281,1.923,0.2,73.2,69.6,1.159,0.961,12.66,1.2,,,
3/20/15,B12,7,Texas,Texas,11,64,106.502,76,112.877,40,94.5966,28,92.759,13,20.1184,20,33,20,13,60.60606,49.4,36.9,20,14.2,38,71,29,62,48.6,33.9,20.2,8.6,55.6,50.1,77.466,1.625,72.06,72.4,66.1,1.066,0.947,31.601,0.9,,,
3/20/15,SWAC,31,Texas,Texas Southern,15,64,103.362,142,103.049,182,102.421,178,106.918,227,-3.8688,214,34,22,12,64.70588,49.4,46.5,19.9,18.7,34,65.8,34.2,66,50,32,7.7,10.5,46.6,48,75.808,2.325,5.896,66.2,64.4,1.035,1.023,17.067,-4.5,,,
3/20/15,CUSA,13,Alabama,UAB,14,32,101.144,192,104.585,156,99.5814,117,101.758,134,2.82779,138,33,18,15,54.54545,47.8,37.2,20.4,19.8,34,66.9,33.1,66,46.9,33.2,13.5,10,59.7,49.2,76.763,0.971,31.578,73.9,68.4,1.01,0.998,16.263,-7.5,,,
3/20/15,BW,11,California,UC Irvine,13,64,103.694,133,105.818,127,98.2044,90,98.9592,88,6.85898,96,31,19,12,61.29032,50.7,31,18,17.3,29.8,69.3,30.7,70.2,47.7,38.3,12,7.7,56.5,49.3,77.482,2.025,7.799,68.3,69.8,1.035,0.983,16.828,-4.5,,,
3/20/15,P12,24,California,UCLA,11,16,105.49,95,112.266,45,100.356,132,98.1315,72,14.1346,42,33,20,13,60.60606,49.4,36.3,17.5,18.5,33.8,71.9,28.1,66.2,47.2,36.3,10.8,8,54.1,58.4,78.269,1.187,74.717,67.6,70,1.059,1.001,29.935,0,,,
3/20/15,P12,24,Arkansas,Utah,5,16,113.65,16,116.433,14,91.0838,10,89.5299,7,26.9035,8,31,23,8,74.19355,55.6,42.8,17.8,18.3,31.3,71.9,28.1,68.7,52.8,40.2,13.5,10.4,57.7,43.8,77.76,1.554,27.543,70.2,67.3,1.139,0.909,27.56,3.7,,,
3/20/15,Horz,14,Indiana,Valparaiso,13,64,107.552,58,106.629,114,93.9359,22,95.6594,50,10.9697,64,30,25,5,83.33333,51.4,36.7,19.1,18.6,35,72.4,27.6,65,48.5,38.1,12.9,9.2,51.4,55.6,77.671,1.324,14.341,68.7,69.9,1.078,0.941,11.044,0.1,,,
3/20/15,A10,1,Virginia,VCU,7,64,106.572,71,110.62,59,96.5822,61,94.1043,24,16.5157,31,35,26,9,74.28571,48.8,37.5,15.7,23.8,31.7,69.2,30.8,68.3,47.2,34.2,12.7,9.4,50.7,56.8,76.378,1.389,40.345,65.6,69.6,1.066,0.963,24.351,3,,,
3/20/15,BE,8,Pennsylvania,Villanova,1,32,116.619,6,122.473,4,92.9741,18,91.5163,11,30.9562,4,34,32,2,94.11765,55.3,42.4,16.6,21.7,32.7,68.9,31.1,67.3,53.1,38.9,10.9,8.7,62.8,53.7,77.403,1.885,67.053,72.7,67.5,1.163,0.929,27.643,11.3,,,
3/20/15,ACC,2,Virginia,Virginia,2,32,110.716,30,115.318,16,85.6441,2,84.4292,2,30.8885,5,32,29,3,90.625,51.2,34.2,16.1,18.1,34,75.7,24.3,66,50.1,36.1,13.5,7.1,54.3,49.9,78.344,1.652,73.465,72.3,64.7,1.108,0.861,30.179,10,,,
3/20/15,B12,7,West Virginia,West Virginia,5,16,106.429,78,113.252,34,96.33,52,94.4993,31,18.7531,23,32,23,9,71.875,46.6,40.4,18.7,28.2,40.9,68.9,31.1,59.1,45.9,31.9,9,9.9,57.2,53.7,76.541,1.361,49.102,66,68.7,1.061,0.959,29.931,4.1,,,
3/20/15,MVC,19,Kansas,Wichita St.,7,16,111.943,24,114.962,21,90.9491,8,93.3065,17,21.6555,15,31,27,4,87.09677,50.7,35.4,15.2,21.6,34.8,73,27,65.2,48.9,35.9,11.1,9.9,56.5,44.7,75.619,1.835,11.93,69.2,68.1,1.117,0.908,18.668,4.2,,,
3/20/15,B10,6,Wisconsin,Wisconsin,1,2,120.495,3,126.815,1,94.4646,27,93.2904,16,33.5251,2,34,31,3,91.17647,54.6,35.6,12.4,16.7,31.9,76.3,23.7,68.1,55.1,35.7,9.2,5.9,50.2,40.7,79.203,2.077,67.699,76.3,68.1,1.205,0.94,30.284,11.4,,,
3/20/15,SC,27,South Carolina,Wofford,12,64,106.401,79,104.909,146,96.7623,65,98.5115,77,6.39782,100,32,26,6,81.25,51.6,38,17.3,20.1,29.3,72.3,27.7,70.7,49.5,37.1,7.4,9.7,56.7,43,75.659,1.986,1.842,69,70.8,1.06,0.966,14.245,0.2,,,
3/20/15,MWC,20,Wyoming,Wyoming,12,64,103.166,148,104.478,158,95.3219,37,98.0741,69,6.40364,99,32,23,9,71.875,52.1,41,18.7,18.1,22.1,73.1,26.9,77.9,54.6,32.3,8.7,8.7,66.6,48.6,76.897,2.321,11.536,70.9,69.8,1.029,0.953,16.07,-1.6,,,
3/20/15,BE,8,Ohio,Xavier,6,16,109.333,40,115.283,18,100.51,135,96.6313,55,18.6517,24,34,21,13,61.76471,53,38.1,18,19.2,31.3,72.9,27.1,68.7,53.4,34.9,8.3,10,62.9,54.3,77.273,1.566,55.641,72.5,67.1,1.094,1.006,30.82,1.4,,,
3/20/14,AE,3,New York,Albany,16,64,103.577,202,102.179,218,100.203,80,103.893,157,-1.71363,187,32,18,14,56.25,48.7,42.5,19.8,18.7,32.4,70.8,29.2,67.6,46.6,36.4,8.8,8.1,49.3,54.3,76.803,2.191,0.235,74.8,72.2,1.035,1.001,10.783,-8.6,,,
3/20/14,Pat,25,Washington D.C,American,15,64,104.931,169,103.925,193,96.4633,25,98.0491,59,5.87548,107,32,20,12,62.5,56.3,34.9,22.9,19.9,27,70.1,29.9,73,55.7,38.2,10.1,8.1,65.7,50.1,76.437,1.72,0.727,71,67.3,1.047,0.96,13.329,-5.5,,,
3/20/14,P12,24,Arizona,Arizona,1,8,112.267,37,115.193,24,88.8129,2,84.7964,1,30.3964,2,34,30,4,88.23529,51.6,41.7,16,19,37.2,74,26,62.8,50.9,35.6,10.7,7.7,57.5,45,77.558,1.079,82.869,65.5,70.3,1.121,0.892,28.319,9.4,,,
3/20/14,P12,24,Arizona,Arizona St.,10,64,107.019,119,110.175,80,98.0732,48,94.7808,29,15.3941,37,32,21,11,65.625,52.3,42,16.3,17.1,24.2,69.9,30.1,75.8,48.9,38.6,13.1,11.6,56.1,46.8,77.424,1.901,30.871,69.4,64.4,1.067,0.98,27.225,1.2,,,
3/20/14,B12,7,Texas,Baylor,6,16,114.101,19,118.684,8,105.684,195,100.799,100,17.8854,30,33,22,11,66.66667,51.4,43.7,18.2,15.9,41.1,67.1,32.9,58.9,48.2,38.4,14.6,7.7,58.1,62.6,77.66,2.021,51.342,67.3,67.5,1.138,1.055,30.866,3.1,,,
3/20/14,WCC,33,Utah,BYU,10,64,112.555,32,114.713,27,103.542,141,99.9591,88,14.7544,44,33,22,11,66.66667,51,47.6,15.3,16.7,35,71.4,28.6,65,49.5,37.3,7.4,8.8,53.4,54,77.861,1.425,40.749,68.8,71,1.125,1.036,24.303,0.6,,,
3/20/14,BW,11,California,Cal Poly,16,64,102.501,217,103.247,202,106.56,220,103.846,156,-0.59937,172,30,11,19,36.66667,46.3,33,14.8,17.9,30.8,67,33,69.2,44.1,33.5,7.7,10.3,52.3,55.5,76.193,1.814,3.745,68.7,72.7,1.022,1.067,19.389,-10.7,,,
3/20/14,Amer,4,Ohio,Cincinnati,5,64,107.367,105,109.197,96,91.9412,11,90.1186,9,19.0788,26,33,27,6,81.81818,47.9,39.1,17.4,22.5,39.1,67.7,32.3,60.9,46.9,33.5,15.8,9.3,53.6,54.4,77.546,1.945,51.198,70.9,67.8,1.079,0.916,24.925,5.3,,,
3/20/14,BSth,10,North Carolina ,Coastal Carolina,16,64,102.067,230,97.0064,299,99.7112,71,102.979,142,-5.97261,236,30,18,12,60,47.9,38.9,20.4,18.5,34.8,70.1,29.9,65.2,47.9,32,8.6,10.8,40.3,51.3,76.7,1.413,3.527,69.3,69.5,1.019,0.997,9.213,-7.7,,,
3/20/14,P12,24,Colorado,Colorado,8,64,103.716,196,107.9,117,100.113,79,95.4275,35,12.4727,60,34,23,11,67.64706,48.5,48.4,19.4,18.1,34.3,74,26,65.7,48.7,32,9.3,9,49.1,54.1,77.977,0.938,65.69,71.6,69.8,1.043,1,28.422,2.4,,,
3/20/14,Amer,4,Connecticut,Connecticut,7,1,108.213,87,111.355,57,95.4338,19,92.2385,12,19.1162,25,34,26,8,76.47059,51.4,38.6,17.6,19.5,31.2,66.6,33.4,68.8,48,38.7,16,9.1,51.6,52.4,77.542,2.055,59.433,76.1,66.5,1.086,0.954,27.116,4.7,,,
3/20/14,BE,8,Ohio,Creighton,3,32,121.422,1,125.701,1,103.321,133,100.913,101,24.7882,9,33,26,7,78.78788,59.3,34.3,15.2,15.1,28.1,72.2,27.8,71.9,56.2,42.1,3.8,8.9,64.5,50.8,76.528,2.416,27.104,75.2,69.5,1.214,1.029,26.415,5.6,,,
3/20/14,A10,1,Ohio,Dayton,11,8,110.764,51,113.694,35,101.943,105,100.71,99,12.9838,56,33,23,10,69.69697,52.6,41.3,18.1,19.1,34.9,71.4,28.6,65.1,50.7,37.8,7.3,11.7,50.9,52.1,76.824,1.645,40.971,68.1,70.6,1.109,1.022,21.556,0.6,,,
3/20/14,CAA,12,Delaware,Delaware,13,64,111.766,42,111.299,59,105.662,194,105.513,189,5.78601,109,34,25,9,73.52941,50.6,43.2,13.5,16.7,29.5,67.3,32.7,70.5,49.9,34.5,8.7,9.7,40.4,43.9,76.369,2.094,10.393,70.9,68.6,1.118,1.057,15.098,-1.4,,,
3/20/14,ACC,2,North Carolina ,Duke,3,64,119.916,2,124.75,2,102.429,111,99.4399,77,25.3098,6,34,26,8,76.47059,54,39.3,14.4,18.7,35.1,68.3,31.7,64.9,50.8,39.4,7.5,9.8,54.5,44.2,77.872,1.373,86.76,72.6,68.8,1.198,1.022,30.879,6.5,,,
3/20/14,OVC,22,Kentucky,Eastern Kentucky,15,64,114.893,14,111.315,58,106.85,225,108.295,244,3.01993,137,31,22,9,70.96774,57,43.7,16,24.2,23,66.6,33.4,77,56.2,38.6,5.7,11.2,54.9,57.2,75.772,2.504,1.4,75.4,71.4,1.149,1.068,12.669,-3.3,,,
3/20/14,SEC,28,Florida,Florida,1,4,111.583,46,116.216,18,91.4732,10,88.4056,4,27.8106,3,34,32,2,94.11765,52.7,43.4,17.8,21.9,35.6,71.2,28.8,64.4,51.3,36.8,8.1,8.9,54.8,46.9,77.511,1.993,69.322,66.1,68.9,1.114,0.913,29.067,11.7,,,
3/20/14,A10,1,Washington D.C,George Washington,9,64,107.234,110,110.212,79,97.7609,42,95.9821,42,14.2297,48,32,24,8,75,51.6,46.7,19,19.6,34.8,69,31,65.2,50.2,36.9,11.3,9,55.7,51.6,78.002,1.769,27.304,65.4,66.6,1.073,0.977,24.145,3.2,,,
3/20/14,WCC,33,Washington,Gonzaga,8,32,113.905,20,113.594,37,97.0929,32,92.9558,15,20.6386,22,33,27,6,81.81818,55.4,40.6,16.9,17.8,30.7,70.5,29.5,69.3,54,38.7,10.3,8.3,54.4,47.1,76.999,2.039,47.31,71,71.2,1.14,0.971,19.867,4,,,
3/20/14,Ivy,15,Massachusetts,Harvard,12,32,111.823,39,112.027,50,92.8241,13,94.7095,28,17.3178,32,29,25,4,86.2069,52.3,47.7,17.6,21.4,32.6,71.1,28.9,67.4,49.9,38.9,13.8,9.7,58.7,51.1,76.561,2.089,23.108,72.6,70.6,1.119,0.934,13.951,2.2,,,
3/20/14,B10,6,Iowa,Iowa,11,68,115.603,10,120.152,5,98.9669,60,99.1218,73,21.0299,20,32,20,12,62.5,51.3,45.8,16.1,19,38.1,71.1,28.9,61.9,50.7,35.3,13.7,8,57.9,52.6,78.862,1.876,58.577,73.3,70,1.154,0.987,30.549,1.2,,,
3/20/14,B12,7,Iowa,Iowa St.,3,16,113.458,23,116.764,16,100.974,92,95.8121,39,20.9515,21,33,26,7,78.78788,53.8,37.2,14.4,16.2,28.1,71.7,28.3,71.9,54.6,35.1,7,8.8,63.4,51.4,76.666,1.565,47.303,69.4,72.7,1.131,1.009,31.563,7.5,,,
3/20/14,B12,7,Kansas,Kansas,2,32,115.053,13,119.974,6,101.548,100,94.5731,27,25.4011,5,33,24,9,72.72727,54.5,48.9,19,16.3,37.1,70.9,29.1,62.9,55.7,34.5,14.6,8.2,55.2,51.6,77.614,0.73,89.062,71.1,67.5,1.149,1.017,35.326,6.9,,,
3/20/14,B12,7,Kansas,Kansas St.,9,64,105.093,167,108.305,113,98.3715,50,93.9099,22,14.3949,46,32,20,12,62.5,49,40.8,18.5,18.8,35,67,33,65,48.4,33.4,8,10,63.5,52.8,76.486,1.513,59.93,65.8,68.5,1.048,0.988,28.247,0.5,,,
3/20/14,SEC,28,Kentucky,Kentucky,8,2,112.311,36,116.202,19,98.75,58,95.0512,32,21.1505,19,34,24,10,70.58824,49.7,53.8,18.1,16.3,42.2,70.1,29.9,57.8,50,32.5,15.4,7.8,45.7,44.7,79.303,0.322,93.139,68.2,68.5,1.124,0.986,29.5,3.9,,,
3/20/14,SB,26,0,Louisiana Lafayette,14,64,110.051,60,109.939,84,104.91,175,104.85,171,5.08877,114,31,20,11,64.51613,51.9,44.9,19.1,18.7,36.7,67.9,32.1,63.3,49.9,37.4,9.7,13.7,47.8,44.7,75.913,1.864,7.218,66.5,70.2,1.1,1.05,16.225,-3.8,,,
3/20/14,Amer,4,Kentucky,Louisville,4,16,118.693,3,119.102,7,88.0889,1,88.5345,6,30.5677,1,34,29,5,85.29412,54,40.4,14.9,25.2,37.3,67.1,32.9,62.7,53,37.1,12.4,7.2,54.2,49.9,76.472,1.843,58.072,65.9,67.7,1.188,0.882,21.304,5.3,,,
